timestamp,longitude_m,latitude_m
335897,-20.723852,2.238744
336097,-21.059959,1.659469
336298,-21.524032,1.122625
336498,-22.160785,0.620832
336698,-22.496891,0.041557
336898,-23.082765,-0.519270
337098,-23.517546,-1.115148
337299,-23.939991,-1.613251
337499,-24.515073,-2.181457
337699,-24.934435,-2.712767
337899,-25.551145,-3.192422
338099,-26.009052,-3.786455
338300,-26.383702,-4.312230
338500,-27.062083,-4.736540
338700,-27.452152,-5.325040
338900,-27.947061,-5.782556
339100,-28.707155,-6.308331
339301,-28.876750,-6.835951
339501,-29.439498,-7.295313
339701,-29.980660,-7.852450
339901,-30.316767,-8.304432
340101,-30.870263,-8.843121
340302,-31.184785,-9.403948
340502,-31.903252,-9.774758
340702,-32.319531,-10.328206
340902,-32.590883,-10.861360
341102,-33.360228,-11.285670
341303,-33.714836,-11.792997
341503,-34.206661,-12.261583
341703,-34.861915,-12.815030
341903,-35.199564,-13.350029
342103,-35.780812,-13.840753
342304,-36.274180,-14.414494
342504,-36.864679,-14.816666
342704,-37.401216,-15.418079
342904,-37.839080,-15.967836
343104,-38.495875,-16.384767
343305,-39.010828,-16.965887
343505,-39.339225,-17.486128
343705,-40.148657,-17.858782
343905,-40.552601,-18.419609
344105,-41.123057,-18.895574
344306,-41.813772,-19.428729
344506,-42.237760,-19.906538
344706,-42.829801,-20.389883
344906,-43.406424,-20.915658
345106,-44.075554,-21.336278
345307,-44.613633,-21.904484
345507,-45.079248,-22.513276
345707,-45.810049,-22.878552
345907,-46.249454,-23.511327
346107,-46.826078,-23.943016
346308,-47.581547,-24.387619
346508,-48.054871,-24.918929
346708,-48.666955,-25.238083
346908,-49.514931,-25.660548
347108,-49.962045,-26.226910
347309,-50.609590,-26.732392
347509,-51.217049,-27.282150
347709,-51.921639,-27.671408
351314,-62.256147,-37.408396
351514,-62.985406,-37.784740
351714,-63.235173,-38.172153
351914,-63.731624,-38.596463
352114,-65.003588,-39.002325
352315,-65.379780,-39.299342
352515,-65.768307,-39.596358
352715,-66.004199,-39.941341
352915,-66.383475,-40.179323
353115,-66.608574,-40.596254
353316,-66.884551,-40.869288
353516,-67.334749,-41.003960
353716,-67.515137,-41.299132
353916,-67.877453,-41.559252
354116,-68.232061,-41.747425
354317,-68.407824,-41.983562
354517,-68.794809,-42.206786
354717,-69.036867,-42.442924
354917,-69.345222,-42.596044
355117,-69.622741,-42.968699
355318,-69.830880,-43.112595
355518,-70.196281,-43.263871
355718,-70.427547,-43.592250
355918,-70.632603,-43.719543
356118,-71.031922,-43.856060
356319,-71.139846,-44.099577
356519,-71.482120,-44.178904
377941,-105.960801,-76.625691
378141,-106.027098,-76.081468
378342,-106.571344,-75.714347
378542,-106.594470,-75.338003
378742,-106.962954,-75.018848
378942,-107.104797,-74.690469
379142,-107.394651,-74.083522
379343,-107.632084,-73.629695
379543,-107.659836,-73.221988
392757,-76.334081,-64.938723
392957,-75.037450,-65.401774
393157,-74.753763,-65.313223
393358,-74.470077,-65.315067
393558,-73.799406,-65.410998
393958,-73.811740,-65.848222
394158,-73.225866,-65.554895
394359,-72.838881,-65.739377
394559,-72.462688,-65.752291
394759,-72.354764,-65.709860
394959,-71.862938,-65.827929
395159,-71.482120,-65.792877
395360,-71.303274,-65.591791
395560,-70.715858,-65.661894
395760,-70.473800,-65.517998
395960,-67.983836,-65.403619
397161,-67.789572,-64.554999
397362,-67.678565,-64.276431
397562,-67.001726,-64.156517
397762,-66.668703,-64.010776
397962,-66.573113,-63.704535
398162,-65.914776,-63.697156
398363,-65.566335,-63.324501
406771,-45.319765,-44.926059
406971,-44.881901,-44.129094
407171,-44.942030,-43.250957
407372,-44.385450,-42.662458
407572,-44.175769,-41.944821
407772,-44.223564,-41.332339
407972,-43.798034,-40.784426
408172,-43.687027,-40.247582
408374,-43.451135,-39.731031
408574,-43.050274,-39.076118
408774,-42.911515,-38.504222
408974,-42.313307,-37.888050
409174,-42.156046,-37.203620
409375,-41.650344,-36.753483
409575,-40.871748,-36.216639
426191,-26.685890,-19.384453
426392,-27.177716,-19.349401
426592,-27.509197,-19.177832
426792,-28.300127,-18.958298
426992,-28.608482,-18.871591
427192,-29.111100,-18.605937
427393,-29.951366,-18.288627
427593,-30.182632,-18.100454
427793,-30.783924,-17.781300
427993,-31.305044,-17.427093
428193,-31.682778,-17.050749
428395,-32.243984,-16.615370
428595,-32.655637,-16.071147
438004,-20.560424,4.234845
438204,-20.273654,4.677603
438405,-19.812664,5.096378
438605,-19.513560,5.461654
438805,-19.131200,5.795567
439005,-18.755007,6.173756
439205,-18.576161,6.542721
439406,-17.988746,6.719825
439606,-17.829943,7.068497
439806,-17.717394,7.463289
440006,-17.219401,7.596117
440206,-17.148479,7.883909
440407,-16.911046,8.129271
440607,-16.510185,8.330357
440807,-16.362175,8.597857
441007,-16.112407,8.907787
441207,-15.945896,9.134701
441408,-15.668376,9.407735
441608,-15.376981,9.739804
441808,-15.258265,10.084786
442008,-14.650806,10.287717
442208,-14.513588,10.739699
442409,-14.380996,11.106819
442609,-13.799747,11.328198
442809,-13.716491,11.728525
443009,-13.331048,12.152835
443209,-12.905518,12.464610
443410,-12.760592,12.896300
450418,5.742232,23.646096
450618,6.118425,24.098078
450818,6.639545,24.253044
451018,7.106702,24.323147
451218,7.600070,24.396940
451419,8.104230,24.598026
451619,8.549802,24.734543
451819,9.238975,24.682888
452019,9.641378,24.944853
452219,9.995986,25.085060
452420,10.564900,25.112732
452620,11.022807,25.241870
452820,11.471463,25.393146
453020,12.031127,25.487232
453220,12.345648,25.653266
453421,12.791221,25.832214
453621,13.179748,25.998249
453821,13.762538,25.942904
454021,14.077060,26.186421
454221,14.316035,26.409645
454422,14.183443,26.452076
454622,14.642891,26.736179
454822,14.988248,26.983385
455022,15.456947,27.090385
455222,15.826973,27.319143
455423,16.172330,27.605091
455623,16.502270,27.776660
455823,16.812166,28.009108
456023,17.140564,28.250780
456223,17.402666,28.474004
456424,17.777317,28.617900
456624,18.124216,28.962883
456824,18.293811,29.250675
457024,18.700839,29.413020
457224,18.967566,29.802278
457425,19.311381,30.058709
457625,19.650571,30.337278
457825,19.960468,30.656432
458025,20.339744,31.064139
458225,20.597220,31.396207
458426,20.956454,31.726431
458626,21.385067,32.147051
458826,21.685713,32.442223
459026,22.137452,32.800119
459226,22.485893,33.336963
459427,22.862086,33.637670
459627,22.518270,33.279774
459827,22.986969,33.759428
460027,23.420208,34.113635
460227,23.984497,34.453083
460428,24.440862,34.851565
460628,25.002067,35.240823
460828,25.496977,35.700185
461028,26.061266,36.032253
461228,26.676433,36.447339
461429,27.219138,36.762804
461629,27.926812,36.956511
461829,28.558939,37.467527
462029,29.090851,37.838337
462229,29.818568,37.993302
462430,30.389024,38.443440
462630,30.962564,38.762594
462830,31.529936,39.220111
463030,32.123519,39.474697
463230,32.690892,39.845507
463431,33.216637,40.255058
463631,34.624276,40.959781
463831,35.197816,41.384091
464031,35.597135,41.764125
464231,36.260098,42.005797
464432,36.762716,42.448555
464632,37.169744,42.789848
464832,37.766410,43.077641
465032,38.207358,43.466899
465232,38.723852,43.767605
465433,39.178675,44.180846
465633,39.591870,44.476018
465833,40.120699,44.802552
466033,40.558562,45.188121
466233,40.996426,45.439017
466434,41.466667,45.861482
466634,41.815108,46.239671
466834,42.345478,46.501636
467034,42.743255,46.983136
467234,43.051610,47.322584
467436,43.535727,47.650963
467636,43.913461,48.053134
467836,44.298905,48.388893
468036,44.688974,48.850099
468236,45.020455,49.178478
468437,45.447526,49.525305
468637,45.800592,49.960684
468837,46.169076,50.263235
469037,46.483598,50.800079
469237,46.870583,51.183803
469438,47.296113,51.473441
469638,47.643012,51.991836
469838,47.982202,52.392163
470038,48.361478,52.796180
470238,48.652873,53.364386
470439,49.035233,53.746265
470639,49.375965,54.312627
470839,49.732115,54.674212
471039,50.122183,55.109591
471239,50.401244,55.687021
471440,50.782063,56.050452
471640,50.879194,56.520882
471840,51.144379,56.915675
472040,51.602286,57.316002
472240,51.869013,57.910036
472441,52.183535,58.387846
472641,52.434844,58.935759
472841,51.477402,59.957792
473041,51.727170,60.542601
473241,51.916808,61.103428
473442,52.001605,61.575704
473642,51.065749,67.741110
474843,51.033372,64.652872
475043,50.879194,65.191561
475243,50.760478,65.864922
475444,50.445956,66.224663
475644,50.253234,66.798404
475844,50.099057,67.517886
476044,49.722864,67.763248
476244,49.485431,68.449523
476445,49.143157,69.012194
476645,48.686792,69.204056
476845,48.413898,69.903245
485053,28.824124,85.879432
485253,30.307310,87.770377
485454,30.077586,88.336739
485654,29.849403,88.956600
485854,29.681350,89.428875
486054,29.645889,90.157581
486254,29.613512,90.856770
486456,29.773856,91.452649
486656,29.776940,92.185044
486856,29.912616,92.729268
487056,30.200928,93.192319
487256,30.318102,93.742077
487457,30.547827,94.153473
487657,30.752883,94.583317
487857,30.920936,94.915386
488057,31.172245,95.181041
488257,31.363425,95.479902
488458,31.614734,95.644092
488658,31.903046,95.989074
488858,32.146646,96.269487
489058,32.556758,96.372798
489258,32.723269,96.736228
489459,33.178092,96.798952
489659,33.634457,96.963142
489859,33.978273,97.262003
490059,34.385301,97.392986
490259,34.821623,97.551641
490460,35.392079,97.592227
490660,35.905490,97.686313
490860,36.426609,97.778555
491060,37.143534,97.743503
491260,37.616858,97.678934
491461,38.185773,97.715830
491661,38.931991,97.579313
491861,39.335936,97.577469
492061,39.948020,97.509210
492261,40.617150,97.439107
492462,41.176813,97.389296
492662,41.744186,97.226952
492862,42.279182,97.051693
493062,42.875848,96.798952
493262,43.441679,96.472418
493463,43.794745,96.227056
493663,44.434581,95.806436
493863,44.724434,95.583212
494063,45.094460,95.225316
494263,45.632539,94.671869
494464,45.808301,94.360093
494664,46.173701,93.858301
494864,46.508266,93.445060
495064,46.727198,93.031819
495264,46.950755,92.585371
495465,47.066388,92.157372
495665,47.353158,91.605769
495865,47.527379,91.225735
496065,47.536629,90.779287
496265,47.869652,90.179719
496466,47.809523,89.866099
496666,47.895862,89.286824
496866,48.245845,88.729687
497066,48.171840,88.255567
497266,48.267430,87.762998
497467,48.373812,87.270430
497667,48.379979,86.763103
497867,48.404648,86.277914
498067,48.142546,85.844380
498267,48.239678,85.274329
498468,48.008412,85.027122
508078,39.101586,59.125776
508278,38.808649,58.651656
508479,38.595885,58.168311
508679,38.708434,57.518933
508879,38.289072,57.054037
509079,38.296780,56.354848
509279,38.164188,55.746056
509480,37.869709,55.262712
509680,37.835790,54.661299
509880,37.636901,54.065420
510080,37.356299,53.489835
510280,37.245291,52.884732
510481,36.904559,52.342353
510681,36.992440,51.674526
510881,36.569994,51.183803
511081,36.326394,50.573166
511281,36.414275,49.910874
511482,35.923991,49.394322
511682,35.789857,48.695134
511882,35.743604,48.047600
512082,35.335034,47.505221
512282,35.182398,46.879826
512483,34.773828,46.276568
512683,34.574939,45.641948
512883,34.510185,45.007328
513083,33.981356,44.512915
513283,33.985982,43.893054
513484,33.532700,43.459520
513684,33.199677,42.863641
513884,36.257014,42.383986
517287,27.122006,34.947496
517488,26.787441,34.587755
517688,26.207734,34.283359
517888,25.904005,33.777877
518088,25.513936,33.462412
518288,24.766176,33.183843
518489,24.504075,32.789050
518689,23.933618,32.510482
518889,23.225944,32.218999
519089,22.997762,31.829741
519289,22.183705,31.612052
519490,21.772052,31.235707
519690,21.306436,30.933156
519890,20.691269,30.617691
520090,20.204068,30.300381
520290,19.554982,30.056864
520491,19.123285,29.687899
520691,18.498867,29.507106
520891,17.780400,29.352141
521091,17.339453,29.068038
521291,16.576275,28.907538
521492,15.981150,28.739659
521692,15.444613,28.604987
521892,14.713813,28.555176
522092,14.107896,28.398366
522292,13.454184,28.219418
522493,12.805097,28.073677
522693,12.240808,27.907643
522893,11.554719,27.798798
523093,11.118397,27.579264
523293,10.433849,27.416919
523494,9.767803,27.306230
523694,9.376193,26.966782
523894,8.777985,26.826575
524094,8.173609,26.544317
524294,7.664824,26.295265
524495,6.967942,26.208559
524695,6.500785,25.854352
524895,5.827030,25.614525
525095,5.379916,25.380232
525295,4.815627,25.085060
525497,4.046282,24.972526
525697,3.705550,24.609095
525897,2.939288,24.360044
526097,2.253199,24.142354
526297,1.930968,23.832424
526498,1.192459,23.557545
526698,1.212502,23.254993
526898,0.532580,23.029925
527098,-0.184345,22.723684
527298,-0.785637,22.410063
527499,-1.471726,22.118581
527699,-2.125438,21.854771
527899,-2.717479,21.690582
528099,-3.386609,21.452599
528299,-3.884601,21.000617
528500,-4.746453,21.388030
531503,-10.236708,14.873952
531703,-10.558939,14.923762
531903,-10.796372,14.667332
532103,-11.132479,14.250401
532303,-11.480920,13.864833
532504,-11.722978,13.418385
532704,-12.264141,13.042041
532904,-12.395191,12.531024
533104,-12.925561,12.182352
533304,-13.466724,11.794939
533505,-13.619359,11.248871
533905,-14.922158,10.234217
534105,-15.185801,9.806217
534305,-15.487989,9.505511
534506,-15.674544,9.084891
534706,-15.891934,8.806322
534906,-16.280461,8.337736
535106,-16.502476,7.928185
535306,-16.906421,7.666220
535507,-17.250236,7.026066
535707,-17.498462,6.725359
535907,-17.792940,6.474463
536107,-18.064293,5.895188
536307,-18.452819,5.579723
536508,-18.790468,5.125896
536708,-19.092655,4.771689
536908,-19.473474,4.496810
537108,-19.721699,4.140759
537308,-20.091725,3.836363
537509,-20.557340,3.301363
537709,-21.195635,2.770054
537909,-21.591870,2.506244
538109,-21.853972,1.967555
538309,-22.402843,1.497124
538510,-22.856125,1.083883
538710,-23.018011,0.615298
538910,-23.576133,0.226040
539110,-23.976994,-0.240701
539310,-24.342394,-0.700063
539511,-24.834220,-1.140976
539711,-25.276709,-1.629855
539911,-25.773160,-1.996975
540111,-26.112350,-2.557802
540311,-26.605718,-2.965508
540512,-27.183883,-3.306801
540712,-27.350394,-3.858403
540912,-27.816010,-4.284558
541112,-28.230747,-4.727316
541312,-28.559145,-5.177454
541513,-29.106475,-5.551953
541713,-29.556672,-6.033452
541913,-29.988369,-6.479900
542113,-30.338352,-6.939262
542313,-30.776215,-7.394934
542514,-31.380590,-7.765743
542714,-31.590272,-8.361622
542914,-32.128351,-8.798846
543114,-32.748144,-9.230535
543314,-32.979410,-9.835637
543515,-33.623871,-10.304223
543715,-34.060193,-10.822619
543915,-34.481097,-11.296739
544115,-35.036136,-11.970100
544315,-35.501751,-12.510634
544517,-36.061415,-13.003202
544717,-36.476152,-13.584322
544917,-37.139115,-14.128546
545117,-37.745032,-14.578683
545317,-38.078055,-15.150579
545518,-38.882860,-15.635768
545718,-39.393188,-16.178147
545918,-39.716960,-16.753732
546118,-40.418467,-17.309024
546318,-40.864039,-17.805282
546519,-41.505417,-18.272023
546719,-42.089749,-18.829160
546919,-42.564616,-19.360470
547119,-43.224495,-19.823521
547319,-43.683943,-20.367745
547520,-44.265192,-20.793899
547720,-44.997534,-21.190537
547920,-45.336724,-21.736605
548120,-45.970393,-22.203346
548320,-46.545475,-22.686690
548521,-47.038842,-23.241982
551924,-56.600922,-31.755851
552124,-57.049578,-32.390471
552324,-57.690956,-32.764970
552525,-58.121111,-33.157918
552725,-58.859620,-33.519504
552925,-59.511790,-33.847883
553125,-59.846355,-34.467744
553325,-60.524735,-34.934485
553526,-61.169197,-35.515605
553726,-61.617853,-35.974966
553926,-62.305484,-36.497052
554126,-62.862064,-37.006224
554326,-63.457189,-37.480344
554527,-64.013769,-38.096515
554727,-64.718359,-38.557722
554927,-65.322735,-39.052135
555127,-65.683510,-39.657238
555327,-66.377308,-40.094461
555528,-67.091149,-40.629461
555728,-67.587600,-41.265925
556128,-68.740847,-42.002011
556328,-69.335971,-42.398648
556529,-69.960389,-42.987147
607583,-11.409998,-23.125758
607783,-11.434666,-22.845345
607983,-11.712186,-22.574156
608183,-11.920325,-22.312191
608383,-12.156216,-21.994881
608584,-12.429110,-21.688640
608784,-12.641875,-21.489398
608984,-13.005734,-21.109364
609184,-13.509894,-20.751468
609384,-13.685656,-20.661072
609585,-14.388704,-20.325314
609785,-14.886697,-20.209090
609985,-15.079419,-20.305021
610185,-15.683794,-20.109469
610385,-16.083114,-20.151900
610586,-16.616567,-20.168504
610786,-17.171606,-20.249676
610986,-17.590968,-20.345607
611186,-18.310976,-20.341917
611386,-18.602372,-20.522710
611587,-19.148159,-20.450762
611787,-19.718616,-20.356676
611987,-20.000760,-20.624175
612187,-20.805566,-20.412021
622799,-24.058708,-0.076512
622999,-23.636262,0.327505
623199,-23.418872,0.755504
623399,-22.900836,1.201952
623600,-22.496891,1.707434
623800,-21.974230,2.070865
624000,-21.656625,2.727623
624200,-21.252680,3.205432
624400,-20.571216,3.572553
624601,-20.372328,4.249604
624801,-19.875876,4.644396
625001,-19.271501,5.142499
625201,-19.044861,5.773429
625401,-18.591579,6.201429
625602,-18.125963,6.717980
625802,-17.720477,7.171807
626002,-17.368953,7.752927
626202,-16.985051,8.278702
626402,-16.402261,8.715925
626603,-16.166369,9.394821
626803,-15.800969,9.867096
627003,-15.134923,10.287717
627203,-14.934492,10.957388
627403,-14.343993,11.409370
627604,-13.813623,11.905628
627804,-13.642486,12.551317
628004,-13.051987,13.045730
628204,-12.626457,13.536454
628404,-12.205553,14.047470
628605,-11.702935,14.650728
628805,-11.334451,15.165435
629005,-10.728534,15.515951
629205,-10.418638,16.074933
629405,-10.124159,16.550898
629606,-9.504366,16.886657
629806,-9.402609,17.399518
630006,-8.936993,17.696535
630206,-8.694935,17.958500
630406,-8.596261,18.207551
630607,-8.321826,18.333000
630807,-8.187691,18.511948
631007,-7.873170,18.606034
631207,-7.848501,18.914120
631407,-7.652696,19.022964
631608,-7.251835,19.185309
631808,-7.327382,19.511843
632008,-6.935771,19.653894
632208,-6.573454,19.829153
632408,-6.511784,20.246083
632609,-6.010707,20.445324
632809,-5.657641,20.696221
633009,-5.427917,21.059651
636212,5.447754,25.055543
636412,5.965790,24.732698
636613,6.536246,24.697647
636813,7.509105,24.712405
637013,7.985513,24.869215
637213,8.549802,24.887664
637413,9.291395,24.952233
637614,9.584332,25.123801
637814,10.295090,25.151474
638014,10.862462,25.243715
638214,11.280283,25.313818
638414,11.887742,25.529663
638615,12.322522,25.708611
638815,12.934606,25.804542
639015,13.238335,26.105248
639215,13.676199,26.164283
639415,14.459420,26.310024
639616,14.743106,26.568300
639816,15.216431,26.752782
640016,15.734467,26.976006
640216,16.033571,27.354195
640416,16.631779,27.601402
640617,16.261753,27.795108
640817,16.745870,28.022022
641017,17.300909,28.283987
641217,17.757274,28.481383
641417,18.340064,28.700918
641618,18.771761,29.108624
641818,19.385386,29.186107
642018,20.011346,29.339227
642218,20.461544,29.619640
642418,21.053585,29.793054
642620,21.631750,30.019968
642820,22.091199,30.324364
643020,22.794248,30.494088
643220,23.341577,30.730225
643420,23.967537,30.885191
643621,24.465530,31.298431
643821,25.014402,31.420190
644021,25.688157,31.595448
644221,26.192317,32.012379
644421,26.764315,32.143361
644622,27.391816,32.373965
644822,27.897518,32.722637
645022,28.500352,32.888671
645222,29.012220,33.217050
645422,29.562633,33.488239
645623,30.171634,33.700394
645823,30.686586,33.977118
646023,31.381926,33.997411
646223,31.790496,34.430945
646423,32.296198,34.654169
646624,32.902115,34.766703
646824,33.286017,35.107996
647024,33.714630,35.216840
647224,34.029151,35.423461
647424,34.300504,35.600564
647625,34.607316,35.694650
647825,34.759952,35.764753
648025,34.915671,35.856995
648225,35.080641,35.975064
648425,35.091433,35.954770
648626,35.217859,35.962150
648826,35.123811,36.096822
649026,35.165438,36.045167
649226,35.305740,35.999046
649426,35.268737,36.094977
649627,35.342742,36.080219
649827,35.335034,36.085753
650027,35.325783,36.135563
650227,35.456834,36.113425
650427,35.459917,36.137408
650628,35.453750,36.166925
650828,35.546257,36.203822
651028,35.535464,36.168770
651228,35.644930,36.126339
651428,35.570925,36.279460
651629,35.643388,36.183529
651829,35.760563,36.189063
652029,35.627971,36.380925
652229,35.745145,36.401218
652429,35.780606,36.397528
652630,35.825318,36.439959
652830,36.041166,36.491615
653030,36.142923,36.558028
653230,36.294017,36.712994
653430,36.506781,37.046907
653631,36.744215,37.111476
653831,37.027901,37.373441
654031,37.186704,37.808820
654231,36.898392,38.343819
654431,37.183620,38.766284
654632,37.390218,39.205353
654832,37.732491,39.592766
655032,38.065514,40.009696
655232,38.315282,40.448765
655432,38.697642,40.970850
655633,38.922741,41.371177
655833,39.197176,41.861901
656033,39.551784,42.420883
656233,39.837012,42.749262
656433,40.197787,43.225227
656634,40.507684,43.793433
656834,40.829914,44.145795
657034,41.161396,44.675259
657234,41.440457,45.099569
657434,41.791981,45.568155
657635,42.100336,46.060723
657835,42.425650,46.444447
658035,42.872764,46.962843
658235,43.145658,47.409290
658435,43.433970,47.829911
658636,43.790120,48.409186
658836,44.104641,48.826116
659036,44.380619,49.270719
659236,44.616510,49.811253
659436,44.903280,50.377614
659637,45.099085,50.910769
659837,45.287182,51.368285
660037,45.519989,51.779682
660237,45.734296,52.246422
660437,45.820635,52.655973
660638,46.005648,52.999111
660838,46.068861,53.270300
661038,46.135157,53.480610
661238,46.196828,53.785007
661438,46.264666,53.829282
661640,46.363340,53.941817
661840,46.270833,54.078334
662040,46.334046,54.024834
662240,46.307836,54.058041
662440,46.298585,54.058041
662641,46.357172,54.026679
662841,46.344838,54.074644
663041,46.317086,54.058041
663241,46.334046,54.091248
663441,46.332504,54.072799
663642,46.371048,54.050661
663842,46.310919,54.161351
664042,46.352547,54.078334
664242,46.404967,54.128144
664442,46.307836,54.152127
664643,46.360256,54.144747
664843,46.404967,54.142903
665043,46.344838,54.181644
665243,46.404967,54.159506
665443,46.377216,54.166885
665644,46.377216,54.190868
665844,46.378757,54.340299
666044,46.431178,54.391954
666244,46.512892,54.450988
666444,46.465097,54.617023
666645,46.534476,54.701885
666845,46.645484,54.825488
667045,46.605398,54.987833
667245,46.744158,55.205522
667445,46.850540,55.353108
667646,46.862874,55.574487
667846,47.012426,55.823538
668046,47.057138,56.072590
668246,47.161978,56.323486
668446,47.223649,56.738572
668647,47.336199,57.006071
668847,47.485751,57.349209
669047,47.479584,57.745846
669247,47.621427,58.092674
669447,47.766353,58.504070
669648,47.758645,58.858276
669848,47.954450,59.234620
670048,48.100918,59.550085
670248,48.147172,59.963326
670448,48.270513,60.468808
670649,48.369187,60.935549
670849,48.472486,61.494531
671049,48.601995,62.053513
671249,48.722253,62.461220
671449,48.870263,63.101374
671650,48.868722,63.715701
671850,48.998231,64.269149
672050,49.169367,64.918527
672250,49.214079,65.457216
672450,49.295793,66.091836
672651,49.357464,66.700628
672851,49.385216,67.231938
673051,49.488515,67.968023
673251,49.559436,68.549143
673451,49.596439,69.200366
673652,49.659651,69.940141
673852,52.678444,70.100641
675453,49.576396,76.459754
684864,42.357812,97.553486
685064,41.932282,97.702917
685264,41.904531,97.533193
685464,39.542534,97.354245
685665,39.305100,97.068297
685865,39.158632,96.935469
686065,38.777814,96.979745
686265,38.560424,96.734383
686465,38.306031,96.704866
686666,37.905170,96.684573
686866,37.710907,96.453970
687066,37.431846,96.330367
687266,37.222164,96.147729
687466,36.955438,96.101608
687667,36.653250,96.011212
687867,36.516032,95.839643
688067,36.062751,95.819350
688267,36.150632,95.616419
688467,36.081252,95.409799
688668,35.748229,95.341540
688868,35.640305,95.029765
689068,35.412122,94.991024
689268,35.065223,94.741972
689468,34.875585,94.468938
689669,34.633527,94.330576
689869,34.419220,93.963456
690069,34.189496,93.799266
690269,33.874974,93.574198
690469,33.808678,93.279026
690670,33.500323,93.096388
690870,33.256723,92.716354
691070,33.190427,92.447010
691270,32.885155,92.280975
691470,32.780315,91.816079
691671,32.638472,91.655579
691871,32.391788,91.347494
692071,32.364036,90.882598
692271,32.232985,90.513633
692471,32.163605,90.096702
692672,32.020220,89.855030
692872,31.597775,88.748135
693072,31.352633,88.371791
693272,31.263210,88.137498
693472,31.240083,87.548998
693673,31.321797,87.143137
693873,31.252417,86.873792
694073,31.306379,86.336948
694273,31.352633,86.217035
694473,31.426638,85.801949
694674,31.545354,85.348122
694874,31.627068,84.949640
695074,31.778162,84.486589
695274,31.886086,84.222779
695474,32.026388,83.752348
695675,32.253028,83.292987
695875,32.434958,83.007039
696075,32.621512,82.418539
696275,32.826568,82.086471
696475,32.908282,81.794988
696676,33.930478,81.684299
696876,34.058445,81.320868
697076,34.232665,80.902093
697276,34.511726,80.446421
697476,34.602691,80.059008
697677,34.940340,79.525853
697877,35.099142,79.153199
698077,35.248694,78.688303
698277,35.601760,78.127476
698477,35.718935,77.756666
698678,36.028832,77.090684
698878,36.199968,76.743857
699078,36.241596,76.254978
699278,36.605455,75.668324
699478,36.788926,75.183135
699679,37.172828,74.585411
699879,37.297711,74.111291
700079,37.498142,73.602119
700279,37.868167,73.150137
700479,37.794162,72.712914
700681,38.016178,72.233259
700881,38.427831,71.713018
701081,38.344575,71.358812
701281,38.748520,70.858864
701481,38.763938,70.458537
701682,38.810191,70.065589
701882,39.092336,69.532435
702082,39.137047,69.082298
702282,39.431526,68.637695
702482,39.454652,68.265040
702683,39.411483,67.934816
702883,39.715212,67.477300
703083,39.544075,67.156300
703283,39.696711,66.637904
703483,39.832387,66.211750
703684,39.517865,65.916577
703884,39.863222,65.381578
704084,39.750673,65.077182
707087,39.244971,57.458054
707287,38.615928,57.159192
707487,38.529588,56.638951
707688,38.094808,56.209107
707888,37.851208,55.627987
708088,37.895919,55.024729
708288,37.481182,54.580126
708488,37.397927,53.980558
708689,37.385592,53.508283
708889,36.856764,53.015714
709089,36.867556,52.384784
709289,36.531450,51.951250
709489,36.247763,51.399647
709690,36.055042,50.873872
709890,35.715852,50.333338
710090,35.578634,49.789115
710290,35.103768,49.403547
710490,34.701365,48.850099
710691,34.639694,48.304031
710891,34.044569,47.936910
711091,33.816387,47.329963
711291,33.417067,46.892739
711491,32.911366,46.429688
711692,32.603011,45.859637
711892,32.245319,45.398431
712092,31.852167,44.780414
712292,31.412762,44.393001
712492,30.920936,43.898588
712693,30.567870,43.350675
712893,29.954244,42.968796
713093,29.477836,42.481762
713293,32.047972,42.099883
714895,25.651154,38.744146
715095,25.093032,38.375181
715295,24.934229,37.919509
715495,24.223472,37.653854
715696,23.907408,37.187114
715896,23.606762,36.840287
716096,22.931466,36.567252
716296,22.701741,36.126339
716496,22.188331,35.805340
716697,21.742758,35.440064
716897,21.429778,35.010220
717097,21.011957,34.670772
717297,20.831570,34.218790
717497,20.211777,33.907014
717698,19.965093,33.486394
717898,19.706075,33.019653
718098,19.138703,32.733706
718298,18.833431,32.272499
718498,18.545120,31.879551
718699,17.863656,31.589914
718899,17.657058,31.187742
719099,17.125146,30.894415
719299,16.633321,30.492243
719499,16.234001,30.174933
719700,15.694381,29.914813
719900,15.335147,29.615951
720100,14.550385,29.376124
720300,14.013847,29.055124
720500,13.739412,28.695383
720701,12.903771,28.520125
720901,12.589249,28.228642
721101,11.898534,27.972212
721301,11.173901,27.761901
721501,10.817751,27.501781
721703,10.097743,27.230592
721903,9.508785,26.985230
722103,9.007709,26.793368
722303,8.358622,26.557231
722503,7.959303,26.287886
722704,7.055824,26.105248
722904,7.080492,25.832214
723104,6.659588,25.653266
723304,5.887159,25.525973
723504,5.455463,25.282456
723705,4.866505,25.090594
723905,4.107953,24.889509
724105,3.662380,24.620164
724305,3.047212,24.450440
724505,2.435128,24.182940
724706,1.869297,24.050113
724906,1.226378,23.815820
725106,0.729927,23.502200
725306,0.011460,23.402579
725506,-0.548204,23.005942
725707,-1.077032,22.797477
725907,-1.812458,22.624063
726107,-2.321243,22.360253
726307,-2.920993,22.148098
726507,-3.557745,21.830788
726708,-4.007943,21.531927
726908,-4.618486,21.358513
727108,-5.096435,20.856721
729911,-11.152522,15.043676
730111,-11.522547,14.661797
730311,-11.746105,14.071453
730511,-12.415234,13.696954
730712,-12.728214,13.139816
